DCHWSSF,DCHWSNF,DCHWDP,DCHWP1SP,DCHWP1S
26.64061,28.546623,4.98436,78.268524,1
26.64061,28.546623,4.953117,78.268524,1
26.421867,28.546623,4.98436,78.268524,1
26.374985,28.546623,4.98436,78.268524,1
26.374985,28.546623,4.953117,78.268524,1
26.374985,28.546623,4.968742,78.268524,1
26.374985,28.546623,4.953117,78.268524,1
26.374985,28.546623,4.953117,78.268524,1
26.374985,28.546623,5.01561,78.268524,1
26.374985,28.546623,4.999985,78.268524,1
26.374985,28.546623,5.312485,78.268524,1
26.343742,28.359131,5.01561,77.248932,1
26.343742,28.359131,5.01561,77.248932,1
26.343742,28.359131,4.999985,77.248932,1
26.374985,28.359131,5.031235,77.248932,1
26.374985,28.359131,4.968742,77.248932,1
25.35936,28.359131,5.01561,77.248932,1
26.421867,28.359131,4.968742,77.248932,1
26.421867,28.359131,4.968742,77.248932,1
25.374985,28.187263,4.968742,77.248932,1
26.437492,28.187263,4.953117,77.248932,1
26.406235,28.031006,5.01561,77.248932,1
26.453117,28.031006,4.98436,77.248932,1
25.437485,28.031006,4.98436,77.248932,1
26.421867,28.140381,4.968742,77.248932,1
26.421867,28.140381,5.046867,77.248932,1
26.499985,28.093506,4.999985,77.248932,1
25.624992,28.093506,4.968742,77.248932,1
25.640617,28.046623,5.01561,77.248932,1
25.640617,28.046623,4.999985,77.248932,1
25.640617,28.046623,5.359367,77.248932,1
26.57811,27.952873,4.968742,77.248932,1
25.57811,27.952873,4.968742,77.248932,1
25.67186,28.062248,5.01561,77.248932,1
25.67186,28.062248,4.98436,77.248932,1
25.687485,28.062248,5.312485,77.248932,1
25.781235,28.281006,4.98436,77.248932,1
25.843735,28.281006,4.968742,77.248932,1
25.843735,28.281006,4.70311,77.248932,1
25.843735,28.281006,5.01561,77.248932,1
25.734367,28.062248,5.01561,77.248932,1
25.734367,28.062248,4.953117,77.248932,1
25.734367,28.062248,5.046867,77.248932,1
25.906242,27.937248,4.98436,77.248932,1
25.906242,27.937248,4.968742,77.248932,1
25.812485,28.109131,5.01561,77.248932,1
25.812485,28.109131,4.98436,77.248932,1
25.812485,28.109131,4.76561,77.248932,1
25.749992,28.124756,4.98436,77.248932,1
25.749992,28.124756,5.01561,77.248932,1
25.749992,28.249756,5.01561,77.248932,1
25.749992,28.249756,4.999985,77.248932,1
25.749992,28.249756,4.76561,77.248932,1
25.749992,28.171631,4.999985,77.248932,1
25.749992,28.171631,5.031235,77.248932,1
25.82811,28.281006,5.01561,77.248932,1
25.82811,28.281006,4.953117,77.248932,1
25.82811,28.281006,4.98436,77.248932,1
25.76561,28.281006,4.999985,77.248932,1
25.76561,28.281006,4.999985,77.248932,1
25.843735,28.109131,5.359367,77.248932,1
25.843735,28.109131,5.140617,77.248932,1
25.843735,28.109131,5.01561,77.248932,1
25.874985,28.093506,5.01561,77.248932,1
25.874985,28.093506,4.999985,77.248932,1
25.874985,28.093506,5.01561,77.248932,1
25.874985,28.093506,4.98436,77.248932,1
25.874985,28.093506,5.01561,77.248932,1
25.874985,28.093506,4.98436,77.248932,1
25.874985,28.093506,4.999985,77.248932,1
25.874985,28.093506,5.062492,77.248932,1
25.874985,27.812256,5.078117,77.248932,1
25.874985,27.812256,5.01561,77.248932,1
25.968742,27.734123,5.01561,77.248932,1
25.968742,27.734123,5.01561,77.248932,1
25.968742,27.624756,5.01561,77.248932,1
25.968742,27.624756,4.968742,77.248932,1
25.968742,28.609131,4.968742,77.248932,1
25.968742,27.484138,4.999985,77.248932,1
25.968742,27.484138,4.968742,77.248932,1
26.031235,27.609123,5.031235,77.248932,1
26.031235,27.609123,4.76561,77.248932,1
26.031235,27.562256,4.98436,77.248932,1
26.031235,27.562256,5.01561,77.248932,1
26.031235,27.656006,4.968742,77.248932,1
26.031235,27.702881,4.968742,77.248932,1
26.031235,27.702881,4.953117,77.248932,1
26.031235,27.687256,5.01561,77.248932,1
26.031235,27.671631,5.046867,77.248932,1
26.031235,27.671631,4.999985,77.248932,1
26.031235,27.624756,4.999985,77.248932,1
26.031235,27.827873,4.98436,77.248932,1
26.031235,27.827873,4.98436,77.248932,1
26.031235,27.827873,5.01561,77.248932,1
26.031235,27.827873,4.999985,77.248932,1
26.031235,27.827873,5.01561,77.248932,1
26.031235,27.827873,4.98436,77.248932,1
26.031235,27.874756,4.98436,77.248932,1
26.031235,27.874756,4.968742,77.248932,1
26.031235,27.952873,5.01561,77.248932,1
26.031235,27.952873,5.01561,77.248932,1
26.031235,27.952873,5.031235,77.248932,1
26.031235,27.734123,5.046867,77.248932,1
26.031235,27.734123,4.968742,77.248932,1
26.031235,27.843498,4.968742,77.248932,1
26.031235,27.843498,5.01561,77.248932,1
26.093727,27.843498,5.01561,77.248932,1
26.093727,27.843498,4.968742,77.248932,1
26.093727,27.843498,4.999985,77.248932,1
26.14061,27.531006,5.140617,77.248932,1
26.14061,27.531006,5.062492,77.248932,1
26.14061,27.562256,4.968742,77.248932,1
26.14061,27.562256,4.999985,77.248932,1
26.14061,27.562256,5.01561,77.248932,1
25.999985,27.359138,4.968742,77.248932,1
25.999985,27.359138,5.046867,77.248932,1
25.999985,28.374756,5.01561,77.248932,1
25.999985,28.374756,4.98436,77.248932,1
25.999985,28.374756,5.078117,77.248932,1
25.95311,28.374756,5.01561,77.248932,1
25.95311,28.374756,5.01561,77.248932,1
