DCHWSSF,DCHWSNF,DCHWDP,DCHWP1SP,DCHWP1S
26.421867,28.530998,4.937492,78.808243,1
26.421867,28.530998,4.999985,78.808243,1
26.421867,28.530998,4.953117,78.808243,1
25.390617,27.296631,5.062492,77.750191,1
25.390617,27.296631,4.953117,77.750191,1
25.203117,27.249763,4.92186,77.750191,1
26.156235,28.437248,4.953117,77.750191,1
26.156235,27.421631,5.031235,77.750191,1
26.156235,27.421631,4.968742,78.751579,1
26.156235,28.437248,4.98436,78.751579,1
26.156235,28.437248,5.01561,78.751579,1
26.156235,27.390381,5.062492,78.751579,1
26.156235,28.390381,5.296867,78.751579,1
26.156235,27.327881,4.968742,77.705276,1
26.156235,27.327881,4.999985,77.705276,1
26.156235,27.327881,4.953117,77.705276,1
26.078117,27.484138,4.999985,77.705276,1
26.078117,27.484138,4.999985,77.705276,1
26.078117,27.484138,4.92186,78.710548,1
26.078117,28.515381,4.98436,78.710548,1
26.078117,28.515381,4.98436,78.710548,1
26.078117,28.515381,4.98436,78.710548,1
26.078117,28.515381,4.953117,78.710548,1
26.078117,27.484138,4.968742,77.659637,1
26.765617,27.593513,4.968742,77.659637,1
25.640617,27.593513,4.999985,77.659637,1
26.656242,27.593513,4.98436,78.668541,1
26.656242,27.593513,4.999985,78.668541,1
26.656242,28.702881,4.999985,78.668541,1
26.656242,27.593513,4.937492,78.668541,1
26.656242,27.593513,5.062492,78.668541,1
26.656242,27.593513,5.265617,78.668541,1
25.57811,27.593513,4.937492,77.651985,1
25.624992,27.656006,4.937492,77.651985,1
25.67186,27.609123,5.01561,77.651985,1
25.67186,27.609123,4.968742,78.675056,1
26.70311,28.609131,4.98436,78.675056,1
26.70311,27.593513,4.98436,78.675056,1
26.70311,28.609131,4.953117,78.675056,1
26.70311,28.609131,4.937492,78.675056,1
26.70311,28.609131,4.968742,78.675056,1
25.687485,27.484138,5.046867,77.60627,1
25.734367,27.281006,4.968742,77.60627,1
25.781235,28.655998,4.953117,77.60627,1
25.781235,28.655998,4.999985,78.611252,1
25.82811,28.655998,4.937492,78.611252,1
25.874985,28.655998,5.01561,78.611252,1
26.874985,28.655998,4.953117,78.611252,1
26.82811,28.655998,4.968742,78.611252,1
25.82811,28.655998,5.031235,78.611252,1
25.82811,27.593513,4.953117,77.586189,1
25.89061,27.609123,4.843742,77.586189,1
25.89061,27.609123,4.937492,77.586189,1
26.79686,28.671623,5.17186,78.597412,1
26.79686,28.671623,4.953117,78.597412,1
26.79686,28.671623,4.953117,78.597412,1
26.79686,28.671623,4.98436,78.597412,1
26.79686,28.671623,4.953117,78.597412,1
26.499985,28.468506,4.98436,78.597412,1
26.499985,28.468506,4.953117,78.597412,1
26.499985,28.468506,4.999985,78.597412,1
26.499985,28.468506,4.98436,78.597412,1
26.499985,28.468506,4.999985,78.597412,1
26.499985,28.468506,4.953117,78.597412,1
26.499985,28.468506,4.999985,78.597412,1
26.546867,28.109131,4.953117,78.597412,1
26.546867,28.171631,4.953117,78.597412,1
26.546867,28.171631,5.296867,78.597412,1
26.60936,28.171631,4.98436,78.597412,1
26.656242,28.171631,4.98436,78.597412,1
26.60936,28.171631,4.953117,78.597412,1
26.60936,28.171631,5.265617,78.597412,1
26.60936,28.171631,4.953117,78.597412,1
25.57811,27.046638,4.999985,77.572403,1
26.234367,27.984131,5.062492,77.572403,1
26.234367,27.984131,4.937492,78.585953,1
26.234367,27.984131,4.968742,78.585953,1
26.234367,27.984131,4.999985,78.585953,1
26.234367,27.984131,5.031235,78.585953,1
26.234367,27.984131,4.968742,78.585953,1
26.234367,27.984131,4.968742,78.585953,1
26.234367,27.984131,4.999985,78.585953,1
26.156235,27.749756,4.937492,77.581223,1
26.156235,27.749756,4.953117,77.581223,1
26.156235,27.749756,5.01561,77.581223,1
26.156235,27.749756,4.98436,78.587006,1
26.156235,28.765373,5.046867,78.587006,1
26.156235,28.765373,4.98436,78.587006,1
26.156235,28.765373,5.031235,78.587006,1
26.156235,28.765373,4.937492,78.587006,1
26.249985,27.640381,4.937492,77.511879,1
26.281235,27.640381,4.968742,77.511879,1
26.26561,27.718498,4.98436,77.511879,1
26.26561,28.765373,5.031235,78.512962,1
26.26561,28.765373,4.999985,78.512962,1
26.26561,28.765373,4.953117,78.512962,1
26.26561,28.765373,4.968742,78.512962,1
26.26561,28.765373,5.046867,78.512962,1
26.26561,28.765373,4.937492,79.516708,1
26.26561,28.765373,5.062492,79.516708,1
26.26561,27.718498,4.937492,77.463081,1
26.218742,27.718498,4.98436,77.463081,1
26.218742,27.718498,4.968742,77.463081,1
25.859367,27.687256,4.92186,77.409492,1
25.859367,28.702881,4.98436,77.409492,1
25.859367,28.702881,5.01561,78.411201,1
25.859367,28.702881,4.999985,78.411201,1
25.859367,28.702881,4.98436,78.411201,1
26.890617,28.702881,5.046867,78.411201,1
27.031235,28.702881,4.937492,79.420181,1
26.015617,28.702881,5.499985,79.420181,1
25.999985,28.702881,5.296867,78.348618,1
25.999985,27.687256,5.031235,78.348618,1
25.999985,27.687256,4.98436,78.348618,1
26.10936,28.577881,4.937492,78.348618,1
26.10936,28.577881,5.046867,78.348618,1
26.10936,28.577881,4.953117,78.348618,1
26.124992,28.577881,4.953117,79.36879,1
26.124992,28.577881,4.968742,79.36879,1
26.124992,28.577881,4.968742,79.36879,1
25.92186,28.577881,4.999985,79.36879,1
26.92186,28.577881,4.98436,79.36879,1
25.906242,27.562256,5.01561,78.335716,1
25.906242,27.562256,4.953117,78.335716,1
25.906242,27.562256,4.98436,78.335716,1
25.906242,27.562256,4.937492,78.335716,1
25.906242,27.562256,5.140617,77.330002,1
25.906242,27.562256,5.23436,77.330002,1
24.906235,27.562256,4.953117,77.330002,1
25.92186,27.562256,4.98436,77.330002,1
25.906242,27.562256,4.968742,77.330002,1
25.906242,27.562256,4.968742,77.330002,1
24.843735,27.562256,4.92186,77.330002,1
25.859367,27.562256,4.953117,77.330002,1
25.859367,27.562256,4.937492,77.330002,1
24.85936,27.562256,4.92186,77.330002,1
25.906242,27.562256,4.937492,77.330002,1
24.843735,27.562256,4.937492,77.330002,1
25.906242,27.562256,4.968742,77.330002,1
25.906242,27.562256,4.937492,77.330002,1
25.906242,27.562256,5.17186,78.344887,1
25.906242,27.562256,4.968742,78.344887,1
25.906242,27.562256,4.953117,78.344887,1
25.906242,27.562256,4.968742,78.344887,1
25.906242,27.562256,4.937492,77.321175,1
25.95311,27.562256,5.01561,77.321175,1
25.031235,27.562256,4.999985,76.257362,1
25.031235,26.499756,4.968742,76.257362,1
25.14061,27.515381,4.953117,76.257362,1
25.14061,27.515381,4.937492,76.257362,1
25.203117,26.499756,4.999985,76.257362,1
25.203117,26.499756,4.953117,76.257362,1
