DCHWSSF,DCHWSNF,DCHWDP,DCHWP1SP,DCHWP1S
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,5.124985,0,0
26.374985,0.89045,4.968742,0,0
26.374985,0.89045,4.999985,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,4.999985,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,5.01561,0,0
26.374985,0.89045,5.01561,0,0
26.374985,0.89045,4.953117,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,5.01561,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,5.078117,0,0
26.374985,0.89045,4.968742,0,0
26.374985,0.89045,5.031235,0,0
26.374985,0.89045,5.031235,0,0
26.374985,0.89045,5.01561,0,0
26.374985,0.89045,5.281235,0,0
26.374985,0.89045,5.031235,0,0
26.374985,0.89045,5.01561,0,0
26.374985,0.89045,5.031235,0,0
26.374985,0.89045,5.10936,0,0
26.374985,0.89045,4.968742,0,0
26.374985,0.89045,4.968742,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,4.937492,0,0
26.374985,0.89045,4.953117,0,0
26.374985,0.89045,4.953117,0,0
26.374985,0.89045,4.968742,0,0
26.374985,0.89045,5.296867,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,5.046867,0,0
26.374985,0.89045,5.046867,0,0
26.374985,0.89045,5.046867,0,0
26.374985,0.89045,4.999985,0,0
26.374985,0.89045,4.953117,0,0
26.374985,0.89045,4.98436,0,0
26.374985,0.89045,5.296867,0,0
26.374985,0.89045,5.046867,0,0
26.374985,0.89045,4.953117,0,0
22.062492,22.406013,3.656235,0,0
25.421867,27.812256,4.812485,0,0
27.093735,29.687248,5.64061,82.455505,1
26.10936,27.577881,4.999985,78.092377,1
25.093742,26.499756,5.046867,77.045624,1
25.093742,26.499756,5.078117,76.029434,1
25.093742,26.499756,4.749992,76.029434,1
25.093742,26.499756,5.01561,76.029434,1
25.093742,26.499756,5.01561,76.029434,1
26.187485,27.577881,4.968742,77.061279,1
26.187485,27.577881,4.999985,77.061279,1
26.187485,27.577881,4.999985,77.061279,1
26.203102,27.577881,4.999985,77.061279,1
26.203102,27.577881,5.046867,77.061279,1
26.203102,27.577881,5.046867,77.061279,1
26.203102,27.577881,4.98436,77.061279,1
26.203102,27.577881,4.98436,77.061279,1
26.203102,27.577881,4.98436,77.061279,1
26.203102,27.577881,5.281235,77.061279,1
26.203102,27.577881,5.01561,77.061279,1
26.203102,27.577881,5.046867,77.061279,1
26.203102,27.577881,4.999985,77.061279,1
26.203102,27.577881,4.98436,77.061279,1
26.203102,27.577881,4.953117,77.061279,1
26.203102,27.577881,5.01561,77.061279,1
26.203102,27.577881,5.078117,77.061279,1
26.203102,27.577881,4.968742,77.061279,1
26.203102,27.577881,5.062492,77.061279,1
25.187492,26.499756,5.01561,77.061279,1
26.218742,26.499756,5.01561,76.042191,1
26.218742,26.499756,5.01561,76.042191,1
26.218742,26.499756,4.968742,76.042191,1
26.218742,26.499756,4.953117,77.045631,1
26.218742,26.499756,4.999985,77.045631,1
26.218742,26.499756,4.968742,77.045631,1
26.218742,27.562256,5.046867,77.045631,1
26.218742,27.562256,4.98436,77.045631,1
26.218742,26.531013,5.265617,77.045631,1
26.218742,27.562256,4.999985,77.045631,1
26.218742,26.546638,4.98436,77.045631,1
26.218742,26.546638,4.937492,77.045631,1
26.218742,26.546638,4.968742,77.045631,1
26.218742,26.546638,5.01561,77.045631,1
26.218742,27.562256,5.265617,77.045631,1
26.218742,26.515381,4.953117,77.045631,1
26.218742,26.515381,4.968742,77.045631,1
26.218742,27.515381,4.953117,77.045631,1
0.953117,26.656013,5.265617,71.209053,1
0.953117,26.656013,4.968742,70.143471,1
0.953117,26.656013,4.953117,70.143471,1
0.953117,25.656006,5.062492,70.143471,1
0.953117,25.656006,4.953117,70.143471,1
0.953117,25.656006,4.968742,70.143471,1
0.953117,25.656006,5.031235,70.143471,1
0.953117,26.687256,4.98436,70.143471,1
0.953117,12.062294,5.281235,70.143471,1
0.953117,0.156078,4.953117,69.062401,1
0.953117,0.156078,4.953117,69.062401,1
0.953117,0.156078,4.968742,69.062401,1
0.953117,0.156078,4.953117,69.062401,1
0.953117,0.156078,4.968742,69.062401,1
0.953117,0.156078,4.968742,69.062401,1
0.953117,0.156078,4.999985,69.062401,1
0.953117,0.156078,5.031235,69.062401,1
0.953117,0.156078,4.98436,69.062401,1
0.953117,0.156078,5.23436,69.062401,1
0.953117,0.156078,4.999985,69.062401,1
0.953117,0.156078,4.968742,69.062401,1
0.953117,0.156078,4.968742,69.062401,1
0.953117,0.156078,4.98436,69.062401,1
0.953117,0.156078,5.046867,69.062401,1
0.953117,0.156078,4.953117,69.062401,1
0.953117,0.156078,4.98436,69.062401,1
0.953117,0.156078,5.265617,69.062401,1
0.953117,0.156078,4.953117,69.062401,1
0.953117,0.156078,4.968742,69.062401,1
0.953117,0.156078,4.999985,69.062401,1
0.953117,0.156078,4.968742,69.062401,1
0.953117,0.156078,5.01561,69.062401,1
0.953117,0.156078,5.01561,69.062401,1
0.953117,0.156078,4.98436,69.062401,1
0.953117,0.156078,4.98436,69.062401,1
0.953117,0.156078,4.98436,69.062401,1
0.953117,0.156078,5.031235,69.062401,1
0.953117,0.156078,4.999985,69.062401,1
0.953117,0.156078,4.98436,69.062401,1
0.953117,0.156078,4.98436,69.062401,1
0.953117,0.156078,4.953117,69.062401,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
0.953117,0.156078,0.859364,0,0
