A,B,C,D,E,F,G,H,I,J,DCTN240T
1,0,1,0.14255,0.106779,1896.851318,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1896.851318,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1895.244263,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1893.494629,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1891.21582,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1893.494629,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1892.139038,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1904.697998,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1904.697998,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1904.697998,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1903.268555,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1903.268555,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1908.697754,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1908.697754,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1911.205078,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1897.03064,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1884.972656,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1884.972656,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1886.992676,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1891.24585,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1891.24585,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1892.355835,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1901.511108,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1892.355835,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1890.644653,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1889.181396,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1890.644653,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1899.928223,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1900.685669,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1900.685669,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1897.30481,71.155609,42,9999,74,72.196236
1,0,1,0.14255,0.106779,1893.882324,71.155609,42,9999,74,71.189362
1,0,1,0.14255,0.106779,1891.283936,71.155609,42,9999,74,71.189362
1,0,1,0.14255,0.106779,1893.882324,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1898.57373,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1899.540527,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1899.540527,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1899.540527,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1910.091553,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1910.091553,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1903.908691,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1901.103027,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1901.103027,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1899.820679,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1899.820679,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1893.199707,71.155609,41,9999,74,71.189362
1,0,1,0.14255,0.106779,1904.522827,71.155609,41,9999,74,71.189362
