A,B,C,D,E,F,G,H,I,J,DCTN240T
0,0,0,0.087318,0.964995,1878.829102,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1876.772217,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1876.138184,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1876.772217,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1877.395874,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1879.202271,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1879.202271,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1866.694336,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1866.694336,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1874.030029,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1874.281616,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1877.498535,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1877.498535,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1867.959351,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1867.959351,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1866.685913,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1867.969238,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1863.841187,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1867.683594,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1866.389038,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1867.683594,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1870.59375,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1872.120117,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1870.59375,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1875.369873,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1870.327515,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1867.184692,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1867.184692,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1861.966187,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1874.4021,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1865.425537,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1865.425537,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1865.425537,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1866.844238,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1883.514648,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1883.536255,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1883.536255,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1883.536255,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1882.268066,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1882.072266,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1866.034546,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1882.072266,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1879.783325,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1881.48645,72.634979,49.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1881.48645,72.634979,48.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1881.530273,72.634979,48.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1884.030762,72.634979,48.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1884.030762,72.634979,47.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1884.874756,72.634979,47.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1888.784546,72.634979,47.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1884.874756,72.634979,47.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1880.26416,72.634979,47.5,10000,74,71.31311
0,0,0,0.087318,0.964995,1880.26416,72.634979,47.5,10000,74,71.31311
