A,B,C,D,E,F,G,H,I,J,DCTN240T
1,0,1,0.14255,0.106779,1917.22998,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1917.22998,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1912.255615,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1911.105835,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1908.898438,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1900.359375,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1900.359375,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1901.106934,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1901.106934,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1901.106934,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1917.830811,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1917.830811,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1917.830811,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1914.969482,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1914.969482,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1908.628052,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1908.628052,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1917.385132,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1917.385132,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1917.456421,71.155609,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1918.964844,70.154358,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1921.907715,70.154358,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1918.964844,70.154358,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1910.842773,70.154358,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1910.842773,70.154358,40,9999,74,70.18811
1,0,1,0.14255,0.106779,1915.260498,70.154358,39,9999,74,70.18811
1,0,1,0.14255,0.106779,1915.260498,70.154358,39,9999,74,70.18811
1,0,1,0.14255,0.106779,1917.19873,70.154358,39,9999,74,70.18811
1,0,1,0.14255,0.106779,1912.541138,70.154358,39,9999,74,70.18811
1,0,1,0.14255,0.106779,1912.541138,70.154358,39,9999,74,70.18811
1,0,1,0.14255,0.106779,1912.541138,70.154358,37,9999,74,70.18811
