A,B,C,D,E,F,G,H,I,J,DCTN240T
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,73.174988
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,51.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,52.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,52.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,52.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,52.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,52.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,52.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,52.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,52.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,53.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,53.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,53.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,53.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,53.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,53.5,9999,74,72.111855
0,0,0,0.183272,99.565758,1911.145996,77.804359,53.5,9999,74,72.111855
